,Encoding,CRF,TMO,Temporal,Spatial,Content,SurealMOS
3301,pq,31,HableTMO,shot,desat_0.0,Chasing3,50.346292970673645
3302,hlg,39,ITU21TMO,framewise,peak_hdr_10000.0,Lights2,48.433815454265414
3303,pq,39,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Daylight1,43.74539285424436
3304,pq,31,HableTMO,shot,desat_0.5,CargoBoat,39.18784136188621
3305,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Chasing3,51.314439607539825
3306,hlg,23,Rana19TMO,framewise,desat_0.75,Sunset1,37.18244641175018
3307,pq,39,DolbyVisionTMO,framewise,None,Chasing1,58.28256714045148
3308,hlg,23,Reinhard12TMO,framewise,viewing_cond_green,Lights2,61.54697716789595
3309,hlg,39,HableTMO,smooth,desat_0.0,Snow1,44.480549078108076
3310,hlg,39,Shan12TMO,framewise,wavelet_haar_levels_2,Snow1,46.06532596388347
3311,pq,31,HableTMO,smooth,desat_0.0,Daylight1,57.14106526243269
3312,hlg,39,HableTMO,shot,desat_0.0,Buildings,49.057428961744435
3313,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Snow1,36.28192149109747
3314,pq,39,Yang21TMO,shot,desat_0.75,Flowers,47.65698609338034
3315,pq,31,Shan12TMO,smooth,wavelet_haar_levels_4,CargoBoat,40.42506485212252
3316,pq,23,Shan12TMO,smooth,wavelet_haar_levels_3,Flowers,73.79430991872053
3317,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,Daylight1,44.99367187174671
3318,pq,23,HableTMO,shot,desat_0.75,Chasing1,46.67049139506125
3319,pq,23,ExpertTM,None,None,Daylight1,62.142233990911855
3320,pq,39,Reinhard12TMO,shot,viewing_cond_neutral,Flowers,65.13142079433776
3321,pq,31,Reinhard12TMO,shot,viewing_cond_green,Flowers,73.66388621688017
3322,pq,23,Reinhard12TMO,framewise,viewing_cond_blue,Chasing3,52.627709177012804
3323,pq,23,Shan12TMO,shot,wavelet_haar_levels_2,Daylight1,55.51749881209001
3324,pq,31,HableTMO,smooth,desat_0.75,CargoBoat,38.47241810650419
3325,hlg,31,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Lights2,52.69801004796358
3326,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow2,57.20577551109896
3327,hlg,39,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Buildings,38.75003617978041
3328,pq,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,Daylight1,39.30797131175617
3329,hlg,39,Yang21TMO,smooth,desat_0.5,Snow2,39.18510453746974
3330,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_3,Lights2,55.66935166218633
3331,pq,39,Rana19TMO,shot,desat_0.75,Daylight1,22.47886737210394
3332,pq,23,HableTMO,shot,desat_0.5,Chasing3,47.47445822167305
3333,hlg,23,Yang21TMO,framewise,desat_0.25,Sunset1,39.48523110138496
3334,pq,39,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Flowers,57.03433367738241
3335,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing1,46.08285098566599
3336,hlg,39,Shan12TMO,framewise,wavelet_haar_levels_3,Snow2,47.315268487716686
3337,hlg,31,Yang21TMO,shot,desat_0.0,Snow2,52.466220601698396
3338,hlg,39,HableTMO,smooth,desat_0.5,Snow1,37.837850019901545
3339,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Chasing1,49.545310033865746
3340,hlg,23,ITU21TMO,smooth,peak_hdr_1000000.0,Snow2,53.76016165521886
3341,hlg,39,ITU21TMO,smooth,peak_hdr_100000.0,Sunset1,32.80947446087915
3342,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_1,Buildings,57.34936310803658
3343,hlg,39,Yang21TMO,smooth,desat_0.25,Sunset1,30.508912587617647
3344,hlg,23,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Buildings,51.28294064779811
3345,hlg,23,Reinhard12TMO,smooth,viewing_cond_red,Snow2,61.193590468427296
3346,hlg,39,Yang21TMO,shot,desat_0.5,Snow2,43.83507406328486
3347,hlg,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,Buildings,42.109738351433414
3348,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Flowers,63.82677150313282
3349,pq,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,CargoBoat,45.76578350007821
3350,hlg,31,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset1,25.982304812929836
3351,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing1,70.27193317699647
3352,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing3,53.22264329710202
3353,pq,23,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing3,60.511904031989225
3354,hlg,39,DolbyVisionTMO,smooth,None,Buildings,50.93273396881761
3355,hlg,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Lights2,39.69090254109754
3356,pq,23,DolbyVisionTMO,framewise,None,Chasing3,56.29681159877744
3357,hlg,23,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset1,25.15297877909121
3358,hlg,39,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Lights2,48.174755571821294
3359,hlg,31,ITU21TMO,shot,peak_hdr_10000.0,Buildings,59.211561727930594
3360,hlg,31,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Snow1,48.14106851028205
3361,hlg,39,HableTMO,shot,desat_0.25,Sunset1,39.894678377971104
3362,hlg,39,Yang21TMO,shot,desat_0.0,Snow1,40.087015931295134
3363,pq,31,Rana19TMO,framewise,desat_0.0,CargoBoat,33.110596784563484
3364,hlg,39,ITU21TMO,shot,peak_hdr_1000000.0,Snow1,38.67065861583601
3365,pq,31,Yang21TMO,smooth,desat_0.5,Chasing3,49.7847242479654
3366,pq,23,Rana19TMO,shot,desat_0.5,Chasing1,38.07678660571581
3367,pq,23,Oskarsson17TMO,framewise,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Daylight1,48.6341500550096
3368,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,CargoBoat,48.76657243893181
3369,pq,39,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Flowers,59.55084619057244
3370,hlg,23,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Snow1,44.29684528442346
3371,pq,23,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Chasing1,62.49368957025845
3372,hlg,39,ITU21TMO,framewise,peak_hdr_1000.0,Buildings,51.53574585937668
3373,pq,39,Yang21TMO,shot,desat_0.25,CargoBoat,29.039963882141734
3374,pq,39,HableTMO,framewise,desat_0.5,Chasing1,42.25824327645339
3375,hlg,39,Rana19TMO,smooth,desat_0.5,Lights2,35.559633738808536
3376,hlg,39,HableTMO,shot,desat_0.0,CoffeeShop,53.29132188947479
3377,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Hockey,59.48535319325841
3378,pq,39,Eilertsen15TMO,shot,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Bonfire,42.56925795565196
3379,pq,23,HableTMO,shot,desat_0.0,Porsche,77.20565202008578
3380,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Moon,33.22367074459842
3381,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Bonfire,53.54687678122307
3382,pq,31,Shan12TMO,framewise,wavelet_haar_levels_1,Light4,58.07390500727548
3383,hlg,31,Yang21TMO,shot,desat_0.25,Lights1,47.78354252701391
3384,pq,39,Reinhard12TMO,framewise,viewing_cond_blue,Bonfire,35.28031134629186
3385,pq,31,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light4,62.170886613848985
3386,pq,39,HableTMO,shot,desat_0.25,Bonfire,37.495884223237404
3387,hlg,23,Reinhard12TMO,framewise,viewing_cond_blue,CoffeeShop,60.14182970555138
3388,pq,23,HableTMO,shot,desat_0.5,UrbanLandmark,47.80093722775624
3389,hlg,31,Rana19TMO,smooth,desat_0.5,Sunset2,40.994382002114556
3390,pq,39,HableTMO,framewise,desat_0.0,Light4,51.435735146831114
3391,hlg,23,Rana19TMO,framewise,desat_0.75,CoffeeShop,39.899979389139816
3392,hlg,39,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Sunset2,44.467544490363174
3393,hlg,23,HableTMO,framewise,desat_0.0,Sunset2,54.535490251285374
3394,pq,39,Shan12TMO,shot,wavelet_haar_levels_4,UrbanLandmark,28.014920272500426
3395,pq,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.25,Bonfire,36.59786804312878
3396,hlg,31,Yang21TMO,smooth,desat_0.0,Hockey,43.030582981018384
3397,hlg,31,Reinhard12TMO,smooth,viewing_cond_red,Lights1,66.3586279564026
3398,pq,39,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,OfficeBuilding,43.63170422471104
3399,pq,23,Shan12TMO,shot,wavelet_haar_levels_4,Porsche,63.36768167387469
3400,pq,39,Yang21TMO,smooth,desat_0.25,UrbanLandmark,37.408336964666546
3401,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Porsche,77.18010984127291
3402,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,OfficeBuilding,45.52352447753148
3403,hlg,39,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Moon,38.21171492810388
3404,pq,39,Yang21TMO,shot,desat_0.5,OfficeBuilding,40.590687172860704
3405,hlg,23,Reinhard12TMO,shot,viewing_cond_green,Moon,53.814657748461656
3406,pq,31,Durand02TMO,smooth,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Bonfire,40.87607263105681
3407,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_4,Hockey,48.90603817881871
3408,hlg,31,HableTMO,smooth,desat_0.75,Moon,53.48247066831569
3409,hlg,31,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Hockey,55.89371030003944
3410,hlg,23,Rana19TMO,smooth,desat_0.5,Hockey,42.45564419292846
3411,hlg,23,Rana19TMO,smooth,desat_0.25,Lights1,51.1623401101433
3412,pq,23,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,OfficeBuilding,40.65188423402888
3413,hlg,31,Yang21TMO,framewise,desat_0.25,Hockey,43.753676752526296
3414,hlg,23,Eilertsen15TMO,shot,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Lights1,48.89307952215958
3415,hlg,39,Yang21TMO,shot,desat_0.25,CoffeeShop,41.48844314496266
3416,pq,39,Shan12TMO,smooth,wavelet_haar_levels_1,Light4,49.6025937321951
3417,pq,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.25,UrbanLandmark,47.14046961508282
3418,hlg,23,ITU21TMO,smooth,peak_hdr_10000.0,Hockey,49.98588348801427
3419,hlg,39,HableTMO,framewise,desat_0.25,Moon,46.934225105455944
3420,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Sunset2,43.06528553011737
3421,pq,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Light4,48.831361048340106
3422,pq,39,Shan12TMO,shot,wavelet_haar_levels_1,OfficeBuilding,40.74386084295037
3423,hlg,23,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Moon,45.50545157145349
3424,hlg,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,CoffeeShop,46.59822263907902
3425,pq,39,Oskarsson17TMO,framewise,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Porsche,49.7034363011035
3426,hlg,23,ITU21TMO,smooth,peak_hdr_1000.0,CoffeeShop,60.89600194285429
3427,pq,31,Shan12TMO,smooth,wavelet_haar_levels_4,OfficeBuilding,50.850794504931386
3428,pq,23,ColorTransformTMO,smooth,None,UrbanLandmark,69.3785960717542
3429,hlg,39,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset2,41.91140786814563
3430,pq,31,ITU21TMO,smooth,peak_hdr_10000.0,UrbanLandmark,45.21555608903076
3431,pq,39,HableTMO,smooth,desat_0.0,OfficeBuilding,46.08944813696286
3432,hlg,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Moon,36.9705927744838
3433,hlg,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,CoffeeShop,64.38385837230926
3434,pq,31,Rana19TMO,framewise,desat_0.5,UrbanLandmark,35.35360556323118
3435,hlg,23,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset2,52.597802317326796
3436,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Sunset2,63.46346982019123
3437,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,OfficeBuilding,58.49716282667509
3438,pq,23,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Porsche,67.04611690461869
3439,pq,23,ExpertTM,None,None,Bonfire,60.295729999483065
3440,pq,39,Shan12TMO,shot,wavelet_haar_levels_2,Bonfire,38.52285867712588
3441,hlg,23,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Lights1,46.43866454979504
3442,pq,31,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Light4,58.229828739189294
3443,pq,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Porsche,72.03476098032246
3444,hlg,39,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Lights1,50.12461271960206
3445,hlg,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,Lights1,65.19754416242777
3446,pq,23,Rana19TMO,smooth,desat_0.0,UrbanLandmark,37.864410355795414
3447,pq,31,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light4,61.720757517264275
3448,pq,23,Reinhard12TMO,smooth,viewing_cond_green,Light4,62.248920194992685
3449,pq,23,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Porsche,69.69349474013845
3450,hlg,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,Hockey,39.898785165898275
3451,hlg,31,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Trees,48.82703231911126
3452,pq,23,Rana19TMO,smooth,desat_0.0,football3,45.92434708600711
3453,pq,39,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,football3,33.816322032286074
3454,pq,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.25,Light2,54.28363499791342
3455,hlg,31,HableTMO,framewise,desat_0.5,Sunroom,49.81962100952765
3456,hlg,23,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,StainedGlass,52.29598746075355
3457,hlg,31,Reinhard12TMO,framewise,viewing_cond_blue,Sunroom,58.3451711306927
3458,hlg,31,ITU21TMO,framewise,peak_hdr_10000.0,Trees,56.732203958628574
3459,pq,31,HableTMO,smooth,desat_0.0,Light2,59.07643178070135
3460,pq,23,Oskarsson17TMO,framewise,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Light2,42.712727953849864
3461,hlg,23,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,CarPark,39.79631560537775
3462,hlg,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.5,Sunroom,44.94394059046356
3463,hlg,39,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,StainedGlass,35.40088479382037
3464,pq,31,ITU21TMO,shot,peak_hdr_10000.0,golf2,32.992772211533726
3465,hlg,39,Yang21TMO,shot,desat_0.0,Nativity,41.40444200560182
3466,hlg,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Sunroom,51.890903830816455
3467,pq,39,ITU21TMO,shot,peak_hdr_10000.0,football3,26.98261282945011
3468,hlg,23,Yang21TMO,smooth,desat_0.25,Trees,48.80266396966608
3469,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,golf2,51.61436030819722
3470,hlg,39,ITU21TMO,smooth,peak_hdr_1000000.0,Sunroom,43.08307218205208
3471,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,StainedGlass,47.72400502576022
3472,hlg,23,ITU21TMO,shot,peak_hdr_10000.0,Nativity,59.83853733865894
3473,hlg,39,Rana19TMO,smooth,desat_0.5,CarPark,43.73189395478234
3474,pq,31,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,CenterPanorama,36.024070444249936
3475,pq,23,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Light2,50.328198422982624
3476,pq,23,HableTMO,smooth,desat_0.5,firework,67.48030965475849
3477,hlg,31,DolbyVisionTMO,framewise,None,Trees,60.23816543468387
3478,pq,31,Yang21TMO,framewise,desat_0.25,golf2,52.682053518395186
3479,pq,31,Yang21TMO,framewise,desat_0.5,CenterPanorama,43.845950570907455
3480,hlg,23,HableTMO,shot,desat_0.75,StainedGlass,51.05254857432412
3481,pq,23,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,golf2,61.49884990878656
3482,pq,39,Rana19TMO,shot,desat_0.75,football3,21.5573276918962
3483,pq,39,Reinhard12TMO,smooth,viewing_cond_neutral,CenterPanorama,37.213435474776574
3484,hlg,31,Eilertsen15TMO,shot,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Trees,40.63009983704697
3485,hlg,39,ColorTransformTMO,framewise,None,Nativity,59.16104035238964
3486,hlg,39,HableTMO,shot,desat_0.25,Nativity,48.721126961592354
3487,hlg,23,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,CarPark,47.481383208715336
3488,hlg,31,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Trees,52.418992821389445
3489,hlg,23,Rana19TMO,shot,desat_0.0,CarPark,51.37840288580008
3490,hlg,39,HableTMO,smooth,desat_0.0,Trees,56.06072463283375
3491,pq,31,HableTMO,smooth,desat_0.75,CenterPanorama,37.19042249609539
3492,pq,23,Shan12TMO,framewise,wavelet_haar_levels_3,firework,46.13584154665211
3493,hlg,23,Yang21TMO,shot,desat_0.0,Nativity,44.897919062831726
3494,pq,39,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,football3,23.095522680550296
3495,hlg,23,HableTMO,smooth,desat_0.0,Sunroom,64.91421791094578
3496,pq,23,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,golf2,59.23926987333348
3497,pq,23,Reinhard12TMO,smooth,viewing_cond_green,football3,60.054737690713594
3498,pq,39,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,firework,46.33555085725341
3499,hlg,31,Rana19TMO,shot,desat_0.75,CarPark,39.70677963583737
3500,hlg,39,Yang21TMO,smooth,desat_0.75,CarPark,38.48160749637559
3501,hlg,39,Reinhard12TMO,framewise,viewing_cond_red,Sunroom,46.68964712954466
3502,pq,23,DolbyVisionTMO,smooth,None,firework,68.79261302092122
3503,hlg,31,HableTMO,shot,desat_0.75,Sunroom,47.57634081106612
3504,pq,23,Shan12TMO,shot,wavelet_haar_levels_4,Light2,54.66587905795325
3505,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,golf2,56.90379689166089
3506,pq,31,Reinhard12TMO,shot,viewing_cond_neutral,Light2,54.104471501550954
3507,pq,23,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,CenterPanorama,60.07766239168037
3508,pq,31,Eilertsen15TMO,smooth,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,CenterPanorama,49.257074552418736
3509,pq,39,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,firework,46.37435851966926
3510,hlg,31,Rana19TMO,framewise,desat_0.5,Nativity,44.691304879835364
3511,hlg,39,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,CarPark,42.90733035392679
3512,pq,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,CenterPanorama,45.82984642554783
3513,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,football3,64.5266062200243
3514,pq,23,Shan12TMO,shot,wavelet_haar_levels_3,Light2,51.27134258974789
3515,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_1,StainedGlass,60.17519916153121
3516,pq,39,Rana19TMO,framewise,desat_0.75,golf2,24.231663028557012
3517,pq,23,Rana19TMO,framewise,desat_0.75,firework,27.023826382935674
3518,pq,31,Shan12TMO,smooth,wavelet_haar_levels_4,CenterPanorama,47.68767002402223
3519,pq,39,ColorTransformTMO,smooth,None,firework,53.71733565728351
3520,hlg,39,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,StainedGlass,47.268450875150535
3521,pq,31,ITU21TMO,smooth,peak_hdr_10000.0,golf2,33.39637313290506
3522,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Nativity,58.305679975525386
3523,hlg,39,Shan12TMO,framewise,wavelet_haar_levels_3,StainedGlass,46.80746363855243
3524,pq,31,ColorTransformTMO,smooth,None,football3,55.81980769321202
3525,pq,39,DolbyVisionTMO,framewise,None,Light2,49.58219529381112
3526,hlg,39,Rana19TMO,shot,desat_0.75,Fall,36.83909755495957
3527,hlg,31,Eilertsen15TMO,framewise,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Birds,48.83087270819537
3528,hlg,31,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Blinds,46.338661518586875
3529,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_2,Sculpture,59.83481196027959
